title,company,location,link
"자동화사업부 R&D S/W 팀원(open,C++,Python,영상, 비젼)충원",엠코프,서울 강동구,https://kr.indeed.com/채용보기?jk=403dc1d046ab96c0
정보보안 담당자,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=eeb9fe1c361f0758
Machine Learning Researcher – On-device AI theory and algorithm,Qualcomm Korea YH,서울,https://kr.indeed.com/채용보기?jk=c2f5f53dc48263eb
"신입 매니저 (python, sketchup design tool 사용 가능자 우대)",POLA,인천 연수구,https://kr.indeed.com/채용보기?jk=432b32e90abb43a4
DBA 엔지니어,쏘카,대한민국,https://kr.indeed.com/채용보기?jk=609e248684d02ecf
2020년도 국비기술교육생,대한상공회의소 광주인력개발원,광주 광산구,https://kr.indeed.com/채용보기?jk=09682af104f3eaac
[ 아이콘트롤스 ] 2020년 경력 직원 (데이터분석),HDC아이콘트롤스,성남 분당구,https://kr.indeed.com/채용보기?jk=8f65ee5238b477a2
Support Engineer _ Azure PaaS,Microsoft,서울,https://kr.indeed.com/채용보기?jk=76730b837fd4d4d7
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든다해,경기도 광명,https://kr.indeed.com/채용보기?jk=604a97d7a39d5441
Sr Field Engineer I,Raytheon Intelligence & Space,경기도,https://kr.indeed.com/채용보기?jk=856eb0b587603389
Mid-Market Sales Engineer,DataDog,대한민국,https://kr.indeed.com/채용보기?jk=52a593e64d404756
백엔드 개발자,스포카,대한민국,https://kr.indeed.com/채용보기?jk=bd8e5afa35b65cbc
[Forest] 네이버 쇼핑 AI 개발자,네이버,서울,https://kr.indeed.com/채용보기?jk=6857f93f4cb82fe2
카카오톡 보이스톡/페이스톡/라이브톡 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=d585814d097935eb
"[Legacy Versum] QA Engineer, 평택",Merck KGaA,경기도,https://kr.indeed.com/채용보기?jk=f46fc1d52116909a
[AI R&D] Language AI(NLP) Research 분야 수시 채용,엔씨소프트,성남 판교역,https://kr.indeed.com/채용보기?jk=f4190a8dbb8c05b1
[Clova] Cross Platform Python Packaging Intern,네이버,서울,https://kr.indeed.com/채용보기?jk=85d495b911ccfb21
Database / Advanced Support Engineer,Oracle,서울,https://kr.indeed.com/채용보기?jk=c7fcbf1ff4218637
Applications Engineer (Library Characterization),Synopsys,서울,https://kr.indeed.com/채용보기?jk=8c8700db243d1a3c
Marketing Data Engineer,네오위즈,대한민국,https://kr.indeed.com/채용보기?jk=1e2a8387b572f9f1
HANA Test Engineer,SAP,서울,https://kr.indeed.com/채용보기?jk=308eeaf2550e52c9
Senior R&D Engineer,Synopsys,서울,https://kr.indeed.com/채용보기?jk=4b6541fefc98ee60
Data Analyst,Axiologic Solutions,서울,https://kr.indeed.com/채용보기?jk=eb45c08f4c4a43d8
데이터 분석가 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=092d062a6faa7139
Machine Learning Research - Speech Recognition,Qualcomm Korea YH,서울,https://kr.indeed.com/채용보기?jk=19b7736d5aa3f7e5
"JAVA, Python 경력 프리랜서",탤런티즘,경기도 평택,https://kr.indeed.com/채용보기?jk=bb74166669adde6c
데이터 엔지니어(신입/경력),쏘카,대한민국,https://kr.indeed.com/채용보기?jk=9d54ef61dc825d49
STT Engineer 음성인식 머신러닝 스타트업 new,음성인식 머신러닝 스타트업,서울특별시,https://kr.indeed.com/채용보기?jk=10759f1017a00011
"응용소프트웨어,소프트웨어개발,SW, 프로그램, 프로그래머",스마탑,대구 달서구,https://kr.indeed.com/채용보기?jk=a9721a2d41eef2cf
Senior Deep Learning R&D Engineer,Intel,서울,https://kr.indeed.com/채용보기?jk=7ae9338822c0f0a0
[전자문서클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,카카오페이,성남 분당구,https://kr.indeed.com/채용보기?jk=7410083b0fa70ab4
"NAVER, LINE 서비스 플랫폼 운영",NIT Service,성남 삼평동,https://kr.indeed.com/채용보기?jk=285996f91e76a862
채팅모듈 개발자,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=3b752abecf619fe5
[ 프로그램 개발자 ] 영상처리 및 빅데이터 수집 및 분석 분야,사로리스,대구 북구,https://kr.indeed.com/채용보기?jk=d20fde74d16347f3
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/채용보기?jk=665e5885dfd75df4
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/채용보기?jk=752a4b5d63eac97c
Technical Artist,Electronic Arts,서울,https://kr.indeed.com/채용보기?jk=0bce5c7e8c1e521d
Customer Engagement Specialist,Sanofi,서울,https://kr.indeed.com/채용보기?jk=bb76e00964d6cec6
(주)아이옵스 소프트웨어 개발자 경력직,아이옵스,대전 유성구,https://kr.indeed.com/채용보기?jk=01b3f15789dcf8ef
Support Engineer _ Azure Security,Microsoft,서울,https://kr.indeed.com/채용보기?jk=ac8d5ff1022fce65
Senior Field Service Engineer,Huntington Ingalls Industries Inc.,경기도 평택,https://kr.indeed.com/채용보기?jk=d5be40de21d8637a
데이터 엔지니어,네오위즈,대한민국,https://kr.indeed.com/채용보기?jk=5d213b12c26dec92
안드로이드 개발자,스포카,대한민국,https://kr.indeed.com/채용보기?jk=36a418cd05c30a44
챗봇 플랫폼 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=20d40ee61adffeca
테크센터개발팀 - 웹 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=5f18c149379506cd
2020 하반기 DB그룹 신입사원 공개 (예정),DB그룹,서울 강남구,https://kr.indeed.com/채용보기?jk=d1caddedfe1a1028
[Search] Global API 서빙 플랫폼 개발,네이버,서울,https://kr.indeed.com/채용보기?jk=6644e94fb52e7c0b
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=07375dc4e800dfa9
2020년 경력사원 수시 (이커머스/플랫폼 개발),LG상사,서울,https://kr.indeed.com/채용보기?jk=9c41e1ce713d47a3
Legacy Versum [리가시 버슘] Automation Engineer 평택,Merck KGaA,경기도,https://kr.indeed.com/채용보기?jk=03fa253ba96ac599
데이터 분석가,스포카,대한민국,https://kr.indeed.com/채용보기?jk=4eff6a88fdd7bb0b
소형전지사업부 경력,삼성SDI,충청남도 천안,https://kr.indeed.com/채용보기?jk=089931931a0474d5
[Search] [Vision] Computer Vision Engineer 체험형 인턴,네이버,서울,https://kr.indeed.com/채용보기?jk=a41d35173ffe4666
NAVER IDC 서버 운영/관리(평촌),NIT Service,안양 동안구,https://kr.indeed.com/채용보기?jk=097c35ed002a62e5
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=eaee1538d8cc832f
[전문연구요원] 상시,네이버,서울,https://kr.indeed.com/채용보기?jk=b79c2ae536063b01
[정보보안] 보안분석 플랫폼 개발 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/채용보기?jk=2a094ace2f8604a7
NAVER IDC 서버 운영/관리(춘천),NIT Service,춘천 동면,https://kr.indeed.com/채용보기?jk=de567c4b6b588c4c
Chief Technology Officer,Asiance,서울,https://kr.indeed.com/채용보기?jk=4484523b503e0f07
"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=d1e75364ef505c68
얼굴모션 캡처기술 인공지능(AI) 연구개발 전문기업,인공지능(AI) 연구개발 전문기업,경기도,https://kr.indeed.com/채용보기?jk=4fa50f2ffd370bae
카카오 네트워크 엔지니어를 모십니다,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=f281c810daf0e10d
개발자 인턴십,레이니스트,서울,https://kr.indeed.com/채용보기?jk=469c6f4eddd54a2c
"[신입,경력] windows application 개발자",유즈브레인넷,서울 구로구,https://kr.indeed.com/채용보기?jk=03e091da8693487c
[유명 인터넷 금융사] 클라우드 플랫폼 개발자,제이앤피에이치알컨설팅,성남 분당구,https://kr.indeed.com/채용보기?jk=0f8732cc95e9f313
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=be6c1f03fa566f8e
User Acquisition Manager- Korea,Mistplay,서울,https://kr.indeed.com/채용보기?jk=ddc632d73400704e
눔코리아 데이터 분석가(Data Analyst),눔,서울 영등포구,https://kr.indeed.com/채용보기?jk=26c9bdbb5a7bb1ba
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://kr.indeed.com/채용보기?jk=71c47ac87bb4087e
머신러닝 개발,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=a1d687cd59776360
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=bfe0f5ac4f32ec89
Data Analytics SA,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/채용보기?jk=9a818d9d91db847d
"Data Analyst, Korea",눔코리아,서울 영등포구,https://kr.indeed.com/채용보기?jk=896fb44c7df3c9b5
"IT Analyst, E-Commerce",Procter & Gamble,서울,https://kr.indeed.com/채용보기?jk=784cd549a392c126
"컴퓨터비전, AI, 영상처리 프로그래밍 전문가",바스코에너지,경기도 부천,https://kr.indeed.com/채용보기?jk=88caebeb1f8d1c94
신약개발 빅데이터 전문가 (Data Scientist) 경력사원,SK 바이오팜,경기도,https://kr.indeed.com/채용보기?jk=38c8d90b5fbc902b
모터/액츄에이터 HW개발 경력인재 - 우량대기업,에스에프인촌,서울,https://kr.indeed.com/채용보기?jk=f0b53eb3b9b6a076
서비스 프로그램 및 서버 프로그램 신입개발자,이루텔럭키,경기도 군포,https://kr.indeed.com/채용보기?jk=2121480d06018021
2020년 각 부문 신입/경력,더이앤엠,서울,https://kr.indeed.com/채용보기?jk=ee4d4d032c3e47c8
TOAST CAM 임베디드 개발,NHN,성남 판교역,https://kr.indeed.com/채용보기?jk=1a75ce748c5f24e9
Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/채용보기?jk=25725b3c0e607311
[나노데이타][청년 디지털 일자리]python(웹스크래핑) 사용 경험자 인턴사원,나노데이타,대전 관평동,https://kr.indeed.com/채용보기?jk=859783e2f23c1611
[모두의기술] 딥러닝 엔지니어,한국카카오은행,성남 분당구,https://kr.indeed.com/채용보기?jk=2257e4f3d684ae2d
[기술플랫폼실] MySQL 담당자 영입,카카오페이,성남 분당구,https://kr.indeed.com/채용보기?jk=347b8952a4a6453b
RTL 및 ASIC 설계 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/채용보기?jk=694ab958318e7fdc
[Autonomous Driving] Virtual Environment Simulation Engineer,네이버랩스,경기도,https://kr.indeed.com/채용보기?jk=b2170ba059dd7f06
[kth] 2020년 9월 경력사원,케이티하이텔,서울 양천구,https://kr.indeed.com/채용보기?jk=9075832362694d60
Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/채용보기?jk=2d83dcf8baac736b
Senior Applications Engineer,Synopsys,경기도 성남,https://kr.indeed.com/채용보기?jk=df7032325c5ca2ef
개발자 신입/경력 계약직,원업크리에이티브,울산 남구,https://kr.indeed.com/채용보기?jk=0c3071f2b53ae277
"[해외취업] 미국, Hana Food, Business Analyst",Hana Food,대한민국,https://kr.indeed.com/채용보기?jk=7d08d464d6b39d29
[Autonomous Driving] Software Tool Engineer,네이버랩스,경기도,https://kr.indeed.com/채용보기?jk=73343398766b552b
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/채용보기?jk=aac8e9355cb855ac
[서울/수원/천안] 웹디자인/JAVA웹개발/빅데이터/AI인공지능 개발 분야 교육생,휴먼교육센터,천안 동남구,https://kr.indeed.com/채용보기?jk=b3bde1882ae8a1d8
Level 2/3 Application Support (Production Management),Morgan Stanley,서울,https://kr.indeed.com/채용보기?jk=bbdba440c9e18c44
[AI검색플랫폼] 머신러닝 개발자,카카오엔터프라이즈,성남 분당구,https://kr.indeed.com/채용보기?jk=dea246efe3aa55a7
AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스,서울,https://kr.indeed.com/채용보기?jk=fb617eeb80ea6fa9
4차산업혁명 선도인력양성 교육 과정,한국직업전문학교,서울,https://kr.indeed.com/채용보기?jk=a62a6cc63c664f21
글로벌 여행 스타트업 Trazy - 백엔드 개발자 (Python),트레이지(Trazy),서울 중구,https://kr.indeed.com/채용보기?jk=7c3e870969914d57
웹/ 앱/ 시스템/ 인프라/ 네트웍/ 서버/보안 부문 경력채용,현대오토에버,서울 역삼동,https://kr.indeed.com/채용보기?jk=52899e0f4105f4f3
[KSTEC] RPA 시스템 개발 경력사원,지식시스템,성남 분당구,https://kr.indeed.com/채용보기?jk=f7386aa66b07a516
[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/채용보기?jk=bd458282330f08cd
타임소프트 [긴급] 빅데이터 플랫폼 개발에 관심있는 경력자(4년이상),타임소프트,서울 금천구,https://kr.indeed.com/채용보기?jk=a7dbe75b430c4169
"IT분야 교육사업(제품개발, 교재개발, 강의)에 관심있는 신입 또는 경력자",티포러스,제주 제주시,https://kr.indeed.com/채용보기?jk=42f02064c11be23d
[(주)코인플러그]서버 개발자 (신입 가능/전문연구요원/산업기능요원 보충역),코인플러그,성남 분당구,https://kr.indeed.com/채용보기?jk=5e9a03c7b0981caa
[해외취업] 고급 IT 엔지니어,株式会社ASCOM,대한민국,https://kr.indeed.com/채용보기?jk=c53e8bbdcd7076f2
[오디오플랫폼] Immersive Audio 기술 개발자,네이버,서울,https://kr.indeed.com/채용보기?jk=afd325d078fb2c9f
자연어처리 기술 개발자,NHN,성남 판교역,https://kr.indeed.com/채용보기?jk=9cf16f530cb5e00c
[삼성청년SW아카데미] 프로젝트 컨설턴트 (멀티캠퍼스),멀티캠퍼스,경상북도 구미,https://kr.indeed.com/채용보기?jk=1a642e02295c816d
"JAVA, Python 외 신입/경력 정규직, 계약직",여니,경기도 의왕,https://kr.indeed.com/채용보기?jk=3faad1cd7ea60ffd
2020년 하반기 각 부문 신입/경력,스탠드포인트,서울 금천구,https://kr.indeed.com/채용보기?jk=158d61f253f65fb4
[해외취업] 【AI・RPAエンジニア】経験半年の方も歓迎 10ヵ国の技術者が在籍,株式会社リープ,대한민국,https://kr.indeed.com/채용보기?jk=bad0f76842269b46
[Blade&Soul] 서버 프로그래머 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/채용보기?jk=4b39bfc3972636fb
"데이터분석 솔루션 개발자(python, Pandas)",비아이매트릭스,서울 강남구,https://kr.indeed.com/채용보기?jk=a7c2dadf012d2cda
데스크탑 가상화(VDI) 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=530a598184580c95
백엔드 소프트웨어개발자(정규직),데이터킹,안양 동안구,https://kr.indeed.com/채용보기?jk=7a888eaa5e865826
Customer Operations Engineering Manager,Success Korea,대한민국,https://kr.indeed.com/채용보기?jk=8a15326f80e07c08
Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,https://kr.indeed.com/채용보기?jk=04d685fc70b67d4e
SW engineer intern,Intel,서울,https://kr.indeed.com/채용보기?jk=ae042b7756b8eecd
[Clova] Clova AI 인재,네이버,서울,https://kr.indeed.com/채용보기?jk=92bd400e3b5306ba
매칭 데이터분석,Nexon,성남 분당구,https://kr.indeed.com/채용보기?jk=15edcadd124ad99a
[AI Lab] Machine Learning 데이터 사이언티스트 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/채용보기?jk=a93103d6dd6d208e
[AI R&D] 플랫폼 개발 엔지니어 수시 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/채용보기?jk=99117c90373dd2ee
데이터 사이언티스트를 지향하는 데이터 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=385c58c7ced1d77b
Internal Infra Engineer,Toss,서울 강남구,https://kr.indeed.com/채용보기?jk=741cc6ac364ea9be
Software Engineer,Electronic Arts,서울,https://kr.indeed.com/채용보기?jk=1cf825d234463890
카카오톡 안티어뷰징을 위한 데이터 사이언스/엔지니어링 전문가 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=9ab2041ab3380a21
Plant IT Solutions Engineer,Process Systems Enterprise Limited,서울,https://kr.indeed.com/채용보기?jk=5a9d6ebeb3d697ea
카카오 광고 서비스 알고리즘 및 시스템 개발,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=afe92c03320fe1b3
Cross Border Ecommerce - Business Intelligence (Based in Seoul),Shopee,서울,https://kr.indeed.com/채용보기?jk=b574f1454ae36aab
"신제품 개발 및 보안S/W 개발자 (C#, Python)",이앤제너텍,서울 강남구,https://kr.indeed.com/채용보기?jk=8dc70cc9558d63c0
"R&D Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/채용보기?jk=4a65a5779d9c9e2a
경력직 인재(재무회계/상품감리/데이터전략),하나금융투자,대한민국,https://kr.indeed.com/채용보기?jk=19efa52bc6076de2
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://kr.indeed.com/채용보기?jk=1748baa27965fdbf
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든,경기도 광명,https://kr.indeed.com/채용보기?jk=ead5c550250e6079
[경력] 빅데이터 플랫폼 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=61ecdc0ef3cfb66a
데이터 인프라 담당자 모집,카카오,성남 판교역,https://kr.indeed.com/채용보기?jk=8a5c305f2e5018ed
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://kr.indeed.com/채용보기?jk=8becbf73bbda7c96
"Applications Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/채용보기?jk=3c516818303c4d51
Senior Data Scientist,MSD,서울,https://kr.indeed.com/채용보기?jk=a02e47c274d47675
Senior Solutions Engineer,Confluent,서울,https://kr.indeed.com/채용보기?jk=6a399a2c059ebbb1
하나손해보험 경력직,하나손해보험,서울 종로구,https://kr.indeed.com/채용보기?jk=0c07d097f996104e
JR0142001 SW engineer intern,인텔코리아,서울 강남구,https://kr.indeed.com/채용보기?jk=f18e48dc201db10e
데이터 엔지니어 영입 (분산처리 시스템 엔지니어),카카오모빌리티,성남 분당구,https://kr.indeed.com/채용보기?jk=392cbc65f239663e
Data Analyst,레이니스트,서울,https://kr.indeed.com/채용보기?jk=e5ca14de265f7fc9
연계형 SW개발 인턴 공개,휴머스온,서울 강남구,https://kr.indeed.com/채용보기?jk=b500c8285818a9a6
[해외취업] TOSHIBA CORPORATION_ 연구자-데이터베이스 관리 시스템 및 데이터 처리 플랫폼,파소나,대한민국,https://kr.indeed.com/채용보기?jk=96ea0b66d78d41e2
병역특례 전문연구요원,로토보,인천 연수구,https://kr.indeed.com/채용보기?jk=002f37bed32d175c
딥러닝(인공지능) 및 영상인식 알고리즘 개발 연구원,에프에스솔루션,서울 송파구,https://kr.indeed.com/채용보기?jk=7d24388707673b87
2020년 9월 IT/영업부문 경력사원,롯데정보통신,서울,https://kr.indeed.com/채용보기?jk=9145af46cccb5bc4
[해외취업] TOSHIBA CORPORATION_ 연구자-사회 인프라 시스템 CPS/IoT기술 연구,파소나,대한민국,https://kr.indeed.com/채용보기?jk=948b4ce2e1806495
ICT 인공지능 분야 경력직,강남구청,서울 강남구,https://kr.indeed.com/채용보기?jk=6846ba3a69eea9e5
[NIT Service] NAVER IDC 서버 운영/관리(춘천),엔아이티서비스,강원도 춘천,https://kr.indeed.com/채용보기?jk=f08b260beb709006
"Python, Java, Backend 개발자",이지메타,서울 구로구,https://kr.indeed.com/채용보기?jk=c6160c26cd16dbcf
"빅데이터, 데이터분석 외 경력 정규직",달리셔스,서울 강남구,https://kr.indeed.com/채용보기?jk=a28d5d1aa2a8fab8
인공지능(AI) 인력,신한에이아이,서울 영등포구,https://kr.indeed.com/채용보기?jk=90f259dbd9f3c40a
데이터 엔지니어,크로스앵글,서울 반포동,https://kr.indeed.com/채용보기?jk=ae15250b0a7f47e0
2020년 9월 IT/영업부문 경력사원 [데이터분석],롯데정보통신,서울 송파구,https://kr.indeed.com/채용보기?jk=95720d80cf280038
[NIT Service] NAVER IDC 서버 운영/관리(평촌),엔아이티서비스,안양 동안구,https://kr.indeed.com/채용보기?jk=ae71e1b4d34151eb
2020 SW개발 전제형 인턴십,엔테크서비스,성남 분당구,https://kr.indeed.com/채용보기?jk=475072ff50dfabf4
Controlling & Risk Management Specialist,Mercedes-Benz Financial Services Korea Ltd.,서울,https://kr.indeed.com/채용보기?jk=8e6d0b5a19776c57
